title,artist,weeks,peak_rank,peak_date,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
I'll Remember Tonight,Pat Boone,11.0,34.0,1958-10-22,4oUmIFmLr63KWNDcxBK7x3,I'll Remember Tonight,Pat Boone Sings,10.0,N,1958-12-01,0.311,0.184,-14.942,0.0368,0.901,9.73e-06,0.312,0.348,5.0,1.0,139.763,145.547
I'll Sail My Ship Alone,Jerry Lee Lewis And His Pumping Piano,1.0,93.0,1959-01-14,0cbFre6QguzhyLoBqhxr1z,Whole Lotta Shakin' Going On - Remastered 2022,The Killer Keys Of Jerry Lee Lewis (Sun Records 70th / Remastered 2022),55.0,N,2022-09-23,0.353,0.77,-3.467,0.0324,0.757,0.000101,0.15,0.498,0.0,1.0,161.308,173.453
I'll Save The Last Dance For You,Damita Jo,12.0,22.0,1960-10-19,0sBJrZ8Vf2QZmr4owALLcZ,I'll Save The Last Dance For You,I'll Save The Last Dance For You,30.0,N,1961-01-01,0.479,0.53,-11.736,0.0465,0.856,0.0,0.271,0.788,10.0,1.0,78.416,135.267
I'll Take Care Of You,Bobby Bland,3.0,89.0,1960-01-20,4Nxid85fmQidPAY1ZD8Bo1,I'll Take Care Of You,"I Pity The Fool: The Duke Recordings, Vol. One",43.0,N,1992-12-22,0.554,0.193,-16.14,0.0469,0.695,0.0,0.103,0.366,5.0,0.0,92.993,136.867
I'll Wait For You,Frankie Avalon,17.0,15.0,1958-10-08,7FznuAphcIxCkQb6w5UeHv,I'll Wait for You,Greatest Hits,7.0,N,1960-05-01,0.302,0.219,-11.645,0.0317,0.881,0.0,0.181,0.385,2.0,1.0,118.132,176.067
I'll Walk The Line,Don Costa And His Orchestra And Chorus,6.0,59.0,1959-11-11,6uya0AiJA1Avd4DY2XFlVm,I Walk The Line - Single Version,With His Hot and Blue Guitar,68.0,Y,1957-01-01,0.862,0.484,-11.183,0.0421,0.798,0.00105,0.105,0.787,10.0,1.0,105.834,163.046
I'm A Fool To Care,Oscar Black,12.0,24.0,1961-04-19,3cGAfUx9FYp4mt5IZgPHCq,What a Fool Anthems,What a Fool Anthems,43.0,N,2023-09-17,0.715,0.458,-16.506,0.104,0.00232,0.628,0.162,0.33,2.0,1.0,116.996,130.873
I'm A Hog For You,The Coasters,8.0,38.0,1959-09-02,1t07x6nH1UB4jFPcuqyAhy,I'm a Hog for You - 2007 Remaster Stereo; Remastered,There's A Riot Goin' On: The Coasters On Atco,17.0,N,2007-12-07,0.618,0.65,-6.652,0.0402,0.553,0.0,0.0603,0.966,5.0,0.0,131.426,119.693
I'm A Man,Fabian,10.0,31.0,1959-01-07,64pqVSHvS9QWcwPseDRMMw,Ya Tengo Mi Casa,Ya Tengo Mi Casa,26.0,Y,2021-07-23,0.849,0.786,-4.189,0.099,0.186,0.0,0.079,0.796,0.0,1.0,95.036,333.0
I'm A Telling You,Jerry Butler,5.0,25.0,1961-07-19,55uH6L8jGvFaho0WL2dkRy,I'm A Telling You,I'm A Telling You,9.0,N,2024-02-23,0.645,0.263,-17.259,0.0499,0.73,0.0,0.115,0.562,7.0,0.0,131.084,142.493
I'm Comin' On On Back To You,Jackie Wilson,6.0,19.0,1961-06-07,1Taar5sR4NFefr5wU3Tb9v,I'm Comin' On Back To You,The Definitive Jackie Wilson,18.0,N,2019-09-04,0.589,0.649,-7.793,0.115,0.717,1.37e-05,0.613,0.86,0.0,0.0,81.315,137.932
I'm Coming Home,Marv Johnson,4.0,82.0,1959-07-08,5lXRN37xGV7qRYSKmszCFr,I'm Coming Home,Marvelous Marv Johnson,3.0,N,1960-01-01,0.591,0.746,-7.629,0.0383,0.766,1.46e-06,0.549,0.968,7.0,1.0,150.81,158.4
I'm Gettin' Better,Jim Reeves,10.0,37.0,1960-06-15,4Ol9ItxfEA5qEZm1UwzLAk,I'm Gettin' Better,The Essential Jim Reeves,19.0,N,1995-07-31,0.476,0.144,-17.544,0.0306,0.861,0.00495,0.114,0.222,7.0,1.0,80.169,134.676
I'm Gonna Be A Wheel Some Day,Fats Domino,13.0,17.0,1959-07-22,3P4aliQFnRu1cscT0iXsev,I'm Gonna Be A Wheel Some Day,Legends Of Rock n' Roll,21.0,N,1962-01-01,0.739,0.552,-11.184,0.054,0.375,0.0,0.207,0.905,5.0,1.0,112.182,124.64
I'm Gonna Change Him,Cathy Carr,4.0,63.0,1959-06-03,4339KjMRnlrI8up0Pq8aaq,Change On Me,Cynthia (Deluxe Edition),45.0,N,1990-01,0.649,0.648,-12.679,0.0458,0.00187,0.0925,0.106,0.822,2.0,1.0,118.782,397.0
I'm Gonna Get Married,Lloyd Price,14.0,3.0,1959-08-05,3ewKZmCc9WuIs31e37YGdi,I'm Gonna Get Married,Mr. Personality,36.0,N,1959-01-01,0.554,0.39,-12.746,0.035,0.789,0.0,0.643,0.649,7.0,1.0,119.699,140.8
I'm Gonna Knock On Your Door,Eddie Hodges,10.0,17.0,1961-06-14,2bD6w4hLV94TkykV8vY2D8,I'm Gonna Knock on Your Door,Hit Singles - EP,28.0,N,2010-04-20,0.768,0.868,-6.75,0.0338,0.804,0.00481,0.0547,0.993,2.0,1.0,126.347,126.267
I'm Gonna Move To The Outskirts Of Town,Ray Charles,2.0,84.0,1961-06-14,19qhYrBNov4aob2rOs5uwS,I'm Gonna Move to the Outskirts of Town,United We Swing: Best of the Jazz at Lincoln Center Galas,31.0,Y,2018-03-23,0.414,0.524,-6.759,0.0549,0.841,1.2e-06,0.678,0.512,5.0,0.0,174.832,226.618
I'm Hurtin',Roy Orbison,8.0,27.0,1960-12-07,2OOOryxSSW2BHI11IHL3y4,I'm Hurtin',Sings Lonely and Blue,37.0,N,1961,0.542,0.642,-9.082,0.0294,0.622,0.0,0.349,0.904,7.0,1.0,131.546,162.667
I'm In The Mood For Love,The Chimes,9.0,38.0,1961-03-22,73UNWjUVZUBoF097z9Jd7J,I'm in the Mood for Love,The Chimes Meet the Videls,16.0,N,1995-05-21,0.54,0.636,-8.099,0.0269,0.667,8.35e-05,0.183,0.814,1.0,1.0,68.195,149.293
I'm Learning About Love,Brenda Lee,4.0,33.0,1961-01-25,5mUzm6MlECSOKosUHf42cj,I'm Learning About Love,Emotions,22.0,N,1961-04-03,0.754,0.538,-8.568,0.0826,0.353,0.00503,0.116,0.82,0.0,1.0,92.405,161.493
I'm Movin' On,Ray Charles and his Orchestra,10.0,40.0,1959-11-04,33r2XtaXXcIx0yQepqsHfM,I'm Movin' On,The Genius Sings the Blues,28.0,N,1961,0.524,0.512,-9.838,0.0529,0.838,0.0,0.147,0.712,0.0,0.0,107.758,133.467
I'm Never Gonna Tell,Jimmie Rodgers,11.0,36.0,1959-02-18,0p26ZNVxSELqHfntE5Uz1m,I'm Never Gonna Tell,I'm Falling In Love Again,17.0,N,2020-02-27,0.662,0.471,-11.578,0.048,0.73,2.03e-05,0.0709,0.968,7.0,1.0,209.272,112.893
I'm Not Afraid,Ricky Nelson,8.0,27.0,1960-08-31,1sU1lBFXKG9TT5oU1UmTiE,I'm Not Afraid - Remastered,Greatest Love Songs,8.0,N,2008,0.459,0.24,-11.568,0.0297,0.86,0.0,0.11,0.348,0.0,1.0,115.973,158.827
I'm Ready,Fats Domino,11.0,16.0,1959-05-06,7dr2Dg9cmVtFdSenJpGKmA,I'm Ready,Legends Of Rock n' Roll,39.0,N,1962-01-01,0.657,0.663,-10.676,0.0499,0.655,0.000398,0.136,0.967,0.0,1.0,172.205,125.467
I'm Sorry,Brenda Lee,23.0,1.0,1960-05-25,4LJcNiq2pBb8OeqrGdBJQw,I'm Sorry,Brenda Lee,55.0,N,1960-08-01,0.558,0.223,-12.362,0.0299,0.868,0.000972,0.13,0.303,10.0,1.0,101.711,161.547
I've Been Around,Fats Domino,9.0,33.0,1959-10-21,2wfunZeZQF6SDLjMg7yyJg,I've Been Around,The Complete Imperial Singles,9.0,N,2017-04-28,0.82,0.64,-4.579,0.032,0.134,0.000133,0.104,0.86,3.0,1.0,87.687,117.574
I've Been Loved Before,Shirley and Lee,6.0,88.0,1960-06-22,48L7lzaZVdDcas1NbN2LpU,I've Been Loved Before,The Best of Rhythm and Blues,0.0,N,1965-05-24,0.606,0.466,-8.949,0.0261,0.729,0.0189,0.787,0.764,7.0,1.0,104.082,151.541
I've Been There,Tommy Edwards,10.0,53.0,1959-08-05,3EPS1jCdlQAvbC8UI6cmVj,I've Been There,It’s All In The Game: The Best Of Tommy Edwards,22.0,N,1994-01-01,0.469,0.188,-12.671,0.0309,0.876,0.00669,0.122,0.203,10.0,0.0,111.417,155.347
I've Come Of Age,Billy Storm,14.0,28.0,1959-04-08,6RSBBvhrP0KvkpaUSMPI11,Eye of the Storm (feat. Gabe Real),Fresh Start,59.0,Y,2015-08-28,0.482,0.726,-6.375,0.0486,0.197,0.0,0.464,0.558,9.0,1.0,83.007,331.613
I've Got News For You,Ray Charles,5.0,66.0,1961-06-14,66SSY1rlScfQbNNCo3qTn3,I've Got News for You,True Genius,30.0,N,2021-09-10,0.357,0.334,-11.174,0.0574,0.801,0.00117,0.0802,0.47,3.0,1.0,72.515,272.907
I've Got You Under My Skin,Louis Prima And Keely Smith,2.0,95.0,1959-02-18,2DlYJ5MGLpDGzYhF76LXtI,I've Got You Under My Skin,Capitol Collectors Series,22.0,Y,1991-01-01,0.581,0.308,-14.774,0.189,0.153,0.0,0.139,0.762,5.0,0.0,136.477,157.333
I've Had It,The Bell Notes,16.0,6.0,1959-01-21,4kj6CdWwrpReAYZjX9Srxq,I've Had It,"Goldisc Records From The Vault, Vol. 3",17.0,N,2010-01-13,0.542,0.781,-12.592,0.109,0.816,0.0283,0.263,0.935,4.0,1.0,147.183,162.56
I've Told Every Little Star,Linda Scott,14.0,3.0,1961-03-08,7bX2lFsG17VF8wiAjkyzIM,"I've Told Every Little Star [In the Style of ""Linda Scott""]",Linda Scott - I've Told Every Little Star (Reproduction),10.0,N,2011-05-10,0.633,0.709,-8.594,0.0261,0.493,0.0141,0.0991,0.922,3.0,1.0,119.933,129.778
If,The Paragons,1.0,95.0,1961-07-12,499BW6iXOtlT6IV8nHqkrZ,Talking Love,Talking Love / If I Were You,10.0,N,2012,0.748,0.587,-6.858,0.0298,0.355,0.0,0.261,0.934,7.0,1.0,95.838,189.206
If Dreams Came True,Pat Boone,10.0,12.0,1958-01-01,3bOkX6Yz6Pe4NByWzuJY6G,If Dreams Came True - Single Version,Pat Boone's Greatest Hits (Reissue),14.0,N,1993-01-01,0.31,0.122,-16.23,0.0344,0.878,0.000182,0.122,0.342,3.0,1.0,83.152,162.307
If I Can't Have You,Etta & Harvey,12.0,52.0,1960-07-27,43KwTWxKSOxLokl6ILLWxd,If I Can't Have You,At Last!,40.0,Y,1960,0.475,0.668,-6.373,0.0426,0.702,1.43e-05,0.326,0.622,3.0,1.0,71.98,169.6
If I Didn't Care,Connie Francis,11.0,22.0,1961-01-04,5PtRkZoNShkcE1yfy6q444,If I Didn't Care,Gold,30.0,N,2005-06-14,0.339,0.391,-9.855,0.036,0.797,1.52e-05,0.166,0.372,9.0,0.0,81.618,158.373
If I Give My Heart To You,Kitty Kallen,12.0,34.0,1959-09-30,5Pk5NPWAKaVzmbrJ7pEJum,If I Give My Heart to You - Single Version,If I Give My Heart to You,25.0,N,1960,0.247,0.221,-15.103,0.0322,0.873,1.12e-06,0.192,0.397,7.0,1.0,99.563,166.867
If I Had A Girl,Rod Lauren,10.0,31.0,1959-12-16,1J2MClcCun4LumVSx7sqzz,If I Had a Girl,One More Time: Rarely Heard Hits of the 60's,15.0,N,1960-04-30,0.383,0.408,-9.479,0.0326,0.682,0.000193,0.147,0.607,2.0,1.0,123.597,129.28
If I Knew,Nat King Cole,2.0,86.0,1960-12-28,00Vwp9jQUs52JOnbbLaz5e,If I Knew,The Beautiful Ballads,2.0,N,1967-01-01,0.371,0.386,-9.238,0.0308,0.708,0.000467,0.0787,0.169,1.0,1.0,80.207,167.693
If She Should Come To You (La Montana),Anthony Newley,5.0,67.0,1960-10-05,0tUDEj8ICTB3Szebds5xaV,If She Should Come to You (La Montana),That Noise! The Essential Anthony Newley,0.0,N,2020-09-07,0.371,0.594,-6.329,0.0333,0.527,0.00123,0.106,0.353,8.0,1.0,89.256,186.018
If You Don't Want My Lovin',"Carl Dobkins, Jr.",3.0,67.0,1959-10-07,7igX2xdUhrghaHlnvHJEvb,If You Don't Want My Lovin',Presenting Carl Dobkins Jr.,2.0,N,1959-05-20,0.53,0.467,-8.227,0.0274,0.663,0.0,0.304,0.787,2.0,1.0,116.362,145.16
If You Love Me,LaVern Baker,2.0,79.0,1959-08-12,6wSzp7jdrDUk9vJFIsdwKR,If You Love Me,Blues Ballads,9.0,N,2005-12-20,0.601,0.361,-8.173,0.025,0.859,8.4e-06,0.384,0.666,4.0,1.0,102.688,161.213
If You Need Me,Fats Domino,1.0,98.0,1960-02-10,6i9vakbAAPjn7qEUv3BNos,If You Need Me - Version #2,They Call Me The Fat Man (The Legendary Imperial Recordings),4.0,N,2016-01-01,0.59,0.55,-10.709,0.0472,0.675,0.00347,0.169,0.716,8.0,1.0,115.633,126.427
Igmoo (The Pride Of South Central High),Stonewall Jackson,2.0,95.0,1959-10-14,26J5htnkcAcjRoBxZp0fCL,Igmoo (The Pride of South Central High),The Essential Stonewall Jackson,3.0,N,2019-11-08,0.752,0.774,-8.782,0.0502,0.333,0.0,0.385,0.965,10.0,1.0,126.247,136.893
Image Of A Girl,Safaris with The Phantom's Band,18.0,6.0,1960-06-01,1aE8HVgaRZGqFY6sF0utyR,A Letter To No One,The Phantom Five,43.0,N,2024-08-30,0.547,0.753,-6.46,0.0276,0.354,0.632,0.113,0.589,0.0,1.0,93.012,241.693
In Between Tears,Lenny Miles,2.0,84.0,1961-05-03,15jedQZra2UBjZcd78gQu5,In Between Tears,Rare Soul Authentic Vinyl Editions,3.0,N,2013-09-01,0.703,0.556,-7.601,0.0326,0.756,0.0,0.0948,0.966,11.0,1.0,125.89,138.053
In My Heart,The Timetones,5.0,51.0,1961-05-03,5RM03AbntpjHO3Kq98WKVE,In My Heart,Presenting The Timetones,26.0,N,1961-03-11,0.53,0.624,-8.008,0.0353,0.875,0.0,0.33,0.962,0.0,1.0,95.444,150.212
In My Little Corner Of The World,Anita Bryant,14.0,10.0,1960-07-06,1NAvZNIUfC79QACBJ7qhK0,In My Little Corner of the World,On Rute 66,17.0,Y,2014-02-15,0.532,0.293,-11.052,0.0296,0.727,2.92e-06,0.143,0.422,9.0,0.0,113.421,150.28
In The Mood,Ernie Fields & Orch.,19.0,4.0,1959-09-16,5zCGngps4WZhwlqtrRBQc2,In the Mood,In the Mood,3.0,N,2010-09-20,0.442,0.806,-14.06,0.0348,0.586,0.977,0.328,0.974,1.0,1.0,162.417,166.107
In The Still Of The Night,Dion & The Belmonts,7.0,38.0,1960-07-13,1swkskqEBEyaplF10RuzGw,In The Still Of The Night,Runaround Sue,33.0,N,1961,0.439,0.381,-11.124,0.029,0.544,0.0,0.0715,0.486,2.0,0.0,110.325,169.373
In The Still Of The Nite,The Five Satins,5.0,81.0,1959-12-30,4jFEZn17DROVttSCqHkNdE,IN THE STILL OF THE NITE,Singing On The Street Corner,1.0,N,2017-10-25,0.422,0.372,-10.1,0.0358,0.896,0.0,0.144,0.217,0.0,1.0,106.699,183.84
Intermission Riff,Bernie Lowe Orchestra,4.0,61.0,1958-11-19,2xrOQVTHUv07UP6jXjY6le,Intermission,Act II,30.0,N,2024-07-19,0.523,0.419,-6.657,0.0341,0.963,0.315,0.0922,0.113,10.0,1.0,119.352,108.042
Invitation To The Blues,Ray Price,1.0,92.0,1958-09-03,0C7M2eMM22PSLOGE1v8oTr,Invitation to the Blues,Greatest Hits,24.0,N,1956,0.507,0.358,-12.085,0.0324,0.788,2.5e-05,0.0673,0.814,3.0,1.0,116.489,167.416
Irresistable You,Bobby Peterson,1.0,96.0,1960-10-26,0bSr5pybJSlgG5OZH441gF,Simply Irresistible,Heavy Nova,52.0,N,1988-06-22,0.69,0.841,-13.357,0.0384,0.163,2.78e-06,0.0441,0.716,9.0,1.0,142.782,255.093
Is A Blue Bird Blue,Conway Twitty,11.0,35.0,1960-06-08,2h1Xj6D76ygKS3tu9DgIY5,Slow Hand,Southern Comfort,64.0,N,1982,0.796,0.337,-18.041,0.0334,0.22,0.0,0.115,0.858,5.0,1.0,106.923,174.64
Is It Wrong (For Loving You),Webb Pierce,3.0,69.0,1960-04-27,0asc0rbDQEZcs8gqFszMZe,Is It Wrong (For Loving You),"Hundred Year Webb, Vol. 3",4.0,N,2021-07-23,0.701,0.392,-13.548,0.0376,0.716,0.0,0.06,0.815,9.0,1.0,106.335,133.827
Is There Any Chance,Marty Robbins,12.0,31.0,1960-06-15,0GRML5qVYv4JSzjvQWYIxK,Is There Any Chance,More Greatest Hits,9.0,N,1991-08-01,0.352,0.325,-10.117,0.0295,0.61,0.0,0.269,0.475,0.0,1.0,106.97,129.867
Is There Something On Your Mind,Jack Scott,1.0,89.0,1961-01-04,0FzGciwRgclYl3n8XejTU5,Is There Something on Your Mind,"Oh, Little One",0.0,N,2023-06-16,0.555,0.141,-14.138,0.0283,0.876,0.0,0.1,0.37,9.0,1.0,76.296,165.333
Is You Is Or Is You Ain't My Baby,Buster Brown,3.0,81.0,1960-09-14,23j5mQae9Hz1rUwg31HNxQ,Fannie Mae,Fannie Mae / Is You Is Or Is You Ain't My Baby? (Digital 45),9.0,N,2011-09-06,0.594,0.471,-7.787,0.0278,0.769,0.00152,0.32,0.748,5.0,1.0,119.825,177.933
Isn't It Amazing,The Crests featuring Johnny Mastro,1.0,100.0,1960-10-19,2ofE4U2SpTiayP9NEbSXtN,Isn't It Amazing - Stereo,For Collectors Only,16.0,Y,1993,0.654,0.351,-12.19,0.039,0.751,1.03e-06,0.168,0.869,7.0,1.0,84.636,141.347
It Could Happen To You,Dinah Washington,6.0,53.0,1960-03-23,6GN0LtafXeYC80VbaCWG4b,It Could Happen To You,What A Diff'rence A Day Makes! (Expanded Edition),19.0,N,1959-02-19,0.275,0.187,-15.587,0.0298,0.918,0.000868,0.115,0.14,10.0,1.0,96.137,186.227
It Doesn't Matter Anymore,Buddy Holly,14.0,13.0,1959-02-18,38s1KAGSzopcquTCeN6jnj,It Doesn't Matter Anymore,The Definitive Collection,45.0,Y,2006-04-18,0.631,0.246,-14.31,0.033,0.852,0.0,0.243,0.805,7.0,1.0,115.299,123.347
It Don't Hurt No More,Nappy Brown,2.0,89.0,1958-11-05,756lHtnwuYvwRh5aCB6mz9,It Don't Hurt No More,Night Time Is The Right Time,3.0,N,2000,0.499,0.363,-8.65,0.0243,0.717,0.0,0.0838,0.499,1.0,1.0,96.041,145.64
It Happened Today,The Skyliners,8.0,59.0,1959-09-23,4BcoNCPih1pe30R5588Vms,It Happened Today,Since I Don't Have You - 50th Anniversary Golden Edition,31.0,N,2013-01-01,0.435,0.609,-6.243,0.0309,0.362,0.0,0.162,0.863,1.0,1.0,81.977,107.842
It Keeps Rainin',Fats Domino,10.0,23.0,1961-05-10,34J3zJ8Xyf4brtd2duwH0d,It Keeps Rainin',Legends Of Rock n' Roll,34.0,N,1962-01-01,0.82,0.434,-14.13,0.0398,0.668,9.97e-05,0.15,0.966,5.0,1.0,118.068,163.467
It Only Happened Yesterday,Jack Scott,9.0,38.0,1960-07-27,69cikKSonWdugzCyc38K35,It Only Happened Yesterday - Remastered,Capitol Collectors Series,1.0,Y,2011-01-01,0.238,0.187,-14.015,0.0331,0.944,3.24e-06,0.1,0.149,4.0,1.0,85.356,166.227
It Was I,Skip And Flip,16.0,11.0,1959-06-17,1QJR1uYpBNVlCDS7NjpgUR,It Was I,Goodies Old Is New: Rare Singles From The Golden Age of Rock and Roll,15.0,N,2004-03-15,0.684,0.939,-9.546,0.0439,0.757,0.0,0.107,0.956,6.0,1.0,112.919,142.42
It's All In The Game,Tommy Edwards,22.0,1.0,1958-08-13,2tvt5K7y1gndmCgtIoLo1f,It's All In The Game,It’s All In The Game,54.0,N,1958-07-08,0.471,0.337,-11.964,0.0267,0.509,6.73e-05,0.216,0.634,3.0,1.0,70.49,158.52
It's Gonna Work Out Fine,Ike & Tina Turner,4.0,56.0,1961-07-19,2vGVafns1VhbbhyIKi5VtL,It's Gonna Work Out Fine,It's Gonna Work Out Fine,22.0,N,1963-02-16,0.69,0.69,-7.465,0.103,0.745,6.34e-06,0.116,0.936,0.0,1.0,108.037,183.347
It's Just A Matter Of Time,Brook Benton,18.0,3.0,1959-01-21,1v31Ib9Yzpc9buzF5wNvfE,It's Just A Matter Of Time,Super Hits,39.0,N,2019-08-14,0.55,0.428,-9.799,0.0253,0.817,0.169,0.0983,0.48,3.0,1.0,101.077,148.28
It's Just About Time,Johnny Cash And The Tennessee Two,7.0,47.0,1958-12-10,185RyaGfeQDqxLCw6LvI3R,It's Just About Time,Greatest,25.0,Y,1958-01-01,0.484,0.586,-6.802,0.04,0.782,0.000155,0.277,0.889,3.0,1.0,181.05,127.079
It's Late,Ricky Nelson,13.0,9.0,1959-02-25,5fWoxLPLPaJUy3Iostzl1C,It's Late,Ricky Sings Again (Expanded Edition / Remastered),37.0,N,1959-01-01,0.6,0.795,-8.077,0.0629,0.79,0.0,0.0949,0.898,8.0,1.0,82.868,119.667
It's Not The End Of Everything,Tommy Edwards,2.0,78.0,1960-10-05,7KANtQF8nxfUGHffDQZe4m,It's Not The End Of Everything,It’s All In The Game: The Best Of Tommy Edwards,8.0,N,1994-01-01,0.612,0.227,-15.734,0.0307,0.738,0.0,0.299,0.627,5.0,1.0,91.452,151.867
It's Now Or Never,Elvis Presley With The Jordanaires,20.0,1.0,1960-07-13,6yP3V5FXNNJU8Z441vxhCV,It's Now or Never,Platinum - A Life In Music,58.0,N,1997-07-15,0.633,0.365,-14.94,0.0403,0.428,0.00378,0.569,0.743,4.0,1.0,126.266,193.907
It's Only Make Believe,Conway Twitty,21.0,1.0,1958-09-10,1xVOttVNT27FBTD8iHjOfU,It's Only Make Believe,Conway Twitty Sings,54.0,N,1959-01-01,0.461,0.466,-9.627,0.0598,0.86,2.76e-05,0.135,0.251,11.0,1.0,128.537,132.027
It's Only The Beginning,The Kalin Twins,10.0,42.0,1959-01-07,6yemDXdkE4amw0qnYDmn68,It's Only the Beginning,One More Time,0.0,N,2021-03-19,0.667,0.259,-11.069,0.0295,0.795,0.0,0.315,0.858,2.0,1.0,106.859,158.467
It's Only The Good Times,Tommy Edwards,3.0,86.0,1959-05-27,0bElPcNTrcQ4jstUA4wDjG,It's Only The Good Times,For Young Lovers,11.0,N,1959-01-06,0.462,0.459,-9.378,0.0271,0.426,2.95e-06,0.284,0.366,1.0,1.0,104.705,137.413
It's Raining Outside,The Platters,2.0,93.0,1958-10-01,6K6Ap90AcwpXarhxR5IK9V,It's Raining Outside,The Flying Platters Around The World,16.0,N,1958-01-01,0.24,0.268,-15.201,0.0326,0.788,5.32e-05,0.21,0.349,3.0,1.0,72.191,171.56
It's Time To Cry,Paul Anka,15.0,4.0,1959-11-18,40piQ7HbvKynhXmDhWyx6k,It's Time To Cry - Remastered,Paul Anka Sings His Big 15 (Remastered),30.0,N,1959-01-02,0.429,0.39,-10.16,0.0288,0.798,0.000124,0.383,0.529,3.0,1.0,110.431,146.667
It's Unbelievable,The Larks,3.0,69.0,1961-03-01,0K8IE7T2KRMuYqjCWlvzbc,It's Unbelievable,The Best of the Larks,0.0,N,2000-01-01,0.21,0.349,-10.531,0.0289,0.971,9.77e-05,0.322,0.321,2.0,0.0,172.518,143.853
Itchy Twitchy Feeling,Bobby Hendricks,14.0,25.0,1958-09-17,7GQJdJt3hCBLLfDI5I5Ldb,Itchy Twitchy Feeling,Rhythm & Blues Lost Classics,1.0,N,2018-07-20,0.596,0.633,-7.166,0.0979,0.739,0.00304,0.0745,0.948,2.0,1.0,73.966,149.24
Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,15.0,1.0,1960-06-29,4SPpYJludVnGte0TAqd8K1,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini - Karaoke Version Originally Performed by Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini (Karaoke Version Originally Performed by Brian Hyland),0.0,N,2022,0.914,0.811,-5.68,0.0352,0.383,0.0,0.0414,0.923,2.0,1.0,124.106,142.264
Ja-Da,Johnny And The Hurricanes,2.0,86.0,1961-02-22,7sJMF0hrpfIxH4wO5TShMo,Ja-Da,Rock 'N' Roll Legend: Johnny And The Hurricanes,6.0,N,2008-01-01,0.664,0.565,-15.248,0.0369,0.706,0.00357,0.17,0.969,2.0,1.0,157.171,124.227
Jack O'Diamonds,Ruth Brown,2.0,96.0,1959-05-27,4EQ0RSFlCh45LY3nYhYmgz,Jack O'Diamonds,Miss Rhythm,7.0,N,2005-12-20,0.631,0.586,-10.109,0.0703,0.304,3.79e-05,0.222,0.789,2.0,1.0,78.62,153.173
Jambalaya,Bobby Comstock And The Counts,4.0,90.0,1960-03-02,5gbm0aNo7eXNuOEkQi5m9B,Jambalaya (On The Bayou),Honky Tonkin (Expanded Undubbed Edition),57.0,N,1954-09-01,0.504,0.298,-10.719,0.0345,0.725,0.0,0.0693,0.884,7.0,1.0,164.084,174.867
Jealous Heart,Tab Hunter,10.0,62.0,1958-10-15,2kJyEyn7rFLbsfCMdeUkzU,Jealous Heart,Funny Candy Love,0.0,N,2024-08-02,0.598,0.249,-16.02,0.0286,0.97,3.2e-05,0.104,0.773,0.0,1.0,112.402,140.748
Jealous Of You (Tango Della Gelosia),Connie Francis,11.0,19.0,1960-05-18,1hYcTkSpxl7gd11PazZCWY,Jealous Of You (Tango Della Gelosia),Gold,19.0,N,2005-06-14,0.457,0.481,-4.445,0.0297,0.726,8.03e-05,0.457,0.436,4.0,1.0,126.501,143.267
Jealousy,Kitty Wells,2.0,83.0,1958-01-01,5D94XZ4AA0oIdvOxaJEw3W,Jealousy - 1958 Single Version,The Decca Singles 1956-1958,2.0,N,2022-08-26,0.638,0.162,-10.719,0.0301,0.626,0.0,0.059,0.589,7.0,1.0,126.979,151.853
Jennie Lee,Jan & Arnie,2.0,44.0,1958-01-01,3AlVWrCUgF4h1TLVn9BFUR,Jennie Lee (Jan & Arnie),Greatest Hits Vol 2. [Audiophile Edition],17.0,N,2023-09-09,0.479,0.924,-5.154,0.0552,0.321,0.118,0.334,0.856,9.0,1.0,113.837,122.347
Jenny Lou,Sonny James,6.0,67.0,1960-04-06,07fZuhOPreLVpwuLkTCRLH,Jenny Lou,The Southern Gentleman,1.0,Y,2019-05-27,0.548,0.575,-6.639,0.0348,0.629,0.0937,0.141,0.541,6.0,1.0,118.717,153.693
Jeremiah Peabody's Poly Unsaturated Quick Dissolving Fast Acting Pleasant T,Ray Stevens,1.0,90.0,1961-07-19,51WUZGolmuSfy7nltHefnD,Jeremiah Peabody's Poly Unsaturated Quick Dissolving Fast Acting Pleasant Tasting Green and Purple Pills (Bonus Track: Alternate Recording),The Very Best Of……,14.0,N,1975-01-01,0.777,0.603,-11.069,0.0418,0.79,0.0,0.217,0.956,10.0,1.0,115.839,146.867
Jimmy Kiss And Run,Diane Maxwell,1.0,95.0,1959-03-18,76WvOC6TlTWPiYIsJXCe9X,Jimmy Kiss And Run,Almost Seventeen,0.0,N,2011-09-30,0.515,0.104,-20.323,0.0366,0.905,2.72e-05,0.161,0.528,7.0,1.0,83.057,126.268
Jimmy Martinez,Marty Robbins,5.0,51.0,1961-05-24,0AQquaENerGps8BQmbPw14,Big Iron,Gunfighter Ballads And Trail Songs,69.0,N,1959,0.726,0.474,-7.834,0.0491,0.803,0.0,0.258,0.57,1.0,0.0,116.027,235.733
